[General]
Name|Derek
100.1|Você está brincando comigo com o jeito que essa garota te tratou a noite toda? Não existem momentos de fraqueza, só pessoas fracas. Vamos lá, Mads, você sabe que deveria ser eu! Me pinte como uma das suas francesas, baby!
101|Nós podemos lidar com tudo isso depois, Madison. Podemos ter muita merda para analisar, mas não posso deixar você despir outra pessoa e ver o que ela está carregando, mesmo que seja em nome da arte. Eu quero ser seu tema. Me pinte como uma das suas francesas, baby!
101.1|Nós podemos lidar com tudo isso depois, Madison. Temos muita merda para resolver, mas não posso deixar você tirar a roupa de outra pessoa. Me escolha, droga! Quero ser seu tema. Me pinte como uma das suas francesas, querida!
102|Madison, qual é. Quer dizer, depois de tudo que passamos, isso não parece uma escolha óbvia?
102.1|Vamos lá, Madison, você vai mesmo dar uma chance a essa cachorrinha carente quando me tem aqui?
102.2|Vamos lá, Madison, você vai mesmo dar uma chance a essa garota carente e aleatória quando me tem aqui?
103|Ah, ótimo, que bom que cuidei de tudo. Acho que é verdade o que dizem: os amigos que você faz no clube de Dungeons & Dragons da sua escola sempre vão tentar transar com a garota que você gosta.
103.1|Tá brincando?! Não... não, Derek, não é hora de combate. Ainda não é o Fim de Jogo, nem para você nem para mim. Acho que é verdade o que dizem: os amigos que você faz no clube de Dungeons & Dragons do colégio sempre vão tentar transar com a garota que você gosta.
103.2|Ótimo, fantástico. Fico feliz que você esteja gostando. Quem te convidou para essa festa?
104|Pela arte? Porra, não, mas mesmo se eu fizesse, eu não dividiria com você. Você é a concorrente, sua vagabunda. E adivinha? Eu não perco. Eu faço a melhor arte, filho da puta. As cagadas que eu dou de manhã são como mármore esculpido. Eu pinto trapos de porra na ponta do meu pênis artístico, que por acaso se chama Vincent Van Goo. Vocês ainda estão me ouvindo?
105|Vocês estão brincando, né? Essa merda aqui, isso NÃO é arte. Parece que pertence a um hospício para animais animatrônicos que desceram do palco e começaram a matar todo mundo na pizzaria. Essa merda é foda, mano!
105.1|Você realmente — não, não, não, sério — achou que isso ia ganhar? O que é que era para ser? Parece que você juntou todos os itens aleatórios que conseguiu encontrar na casa da Madison.
106|Ah, eu tenho uma coisa. E vai impressionar todo mundo. É a melhor arte que você já viu na cena.
106.1|Deleite seus olhos, você já está vendo a exposição de arte premiada! Esses peitorais vêm direto dos deuses, baby. Meu abdômen é cuidadosamente pintado todos os dias na academia. ISTO É ARTE MASCULINA.
107|Boom, vadia! Isso aqui é arte de verdade. Esses peitorais vêm direto dos deuses, baby. Meu abdômen é cuidadosamente pintado todos os dias na academia. ISTO É ARTE MASCULINA.
108|Como assim, é só isso que eu tenho? Me diz que isso não está te fazendo bem, Madison. Quer dizer, esse é o tipo de arte que pintaram na Capela Listerine, baby!
109|Isso não faz sentido... Devo tirar mais roupa?
109.1|Isso não faz sentido... Devo me curvar? Eu... Depilei meu cu!
109.2|Eu ganhei? EU GANHEI! É isso mesmo, querida! O Hobre-D ainda está com ele.
110|Ora, ora, ora, se não é a vadia esfaqueada que eu pensava ser minha amiga. Sinto muito que seu ensaio fotográfico tenha sido cancelado. Não vai acontecer. Então volte lá embaixo. Está me ouvindo?
110.1|Acho que minhas instruções anteriores sobre transar foram bem claras.
110.2|Ei! É, não pense que me esqueci de você. Você ainda pode transar e... é- Pergie!?
110.3|Pergs, onde você está? Meu Deus, não me deixe de novo!
110.4|Ora, ora, ora, se não é a garota aleatória que achou que poderia ficar entre mim e a garota dos meus sonhos. Sinto muito que seu ensaio fotográfico tenha sido cancelado. Não vai acontecer. Então volte lá embaixo. Está me ouvindo?
111|Ela está trancada neste banheiro e não vai sair até resolvermos as coisas, o que não tem nada a ver com você. Então, saia daqui.
111.1|Ooooh, não! Eu sei o que acontece quando você fica sozinha num quarto com alguém! Não desta vez. Ela e eu temos que resolver as coisas, e isso não tem nada a ver com você. Então, saia daqui.
112|O que aconteceu comigo? E o fato de minha suposta amiga estar invadindo meu território? Foi isso que me deu. Isso, e eu tomei um dos Hyperalls da Amy, então estou a todo vapor. Essa merda me faz sentir como um Navy Seal que foi fodido pelo Diabo. Estou cuspindo o esperma de Satanás, querida!
112.1|O que aconteceu comigo? Além de você? Foi divertido reviver os dias de glória e DEPOIS mais um pouco com você, mas o que eu tive com a Madison pode ser real, e você está se metendo nisso. Foi isso que aconteceu comigo. Isso, e eu tomei um dos Hyperalls da Amy, então estou a todo vapor. Essa merda me faz sentir como um Navy Seal que foi fodido pelo diabo. Estou vomitando o esperma de Satanás, baby!
112.2|O que há de errado comigo? E o fato de um estranho aparecer nessa festa e começar a roubar minha garota? Foi o que aconteceu comigo. Isso, e eu tomei um dos Hyperalls da Amy, então estou a todo vapor. Essa merda me faz sentir como um Navy Seal que foi fodido pelo diabo. Estou vomitando o esperma de Satanás, baby!
113|Você não me serve. Sai daqui. Este quarto está oficialmente proibido.
114|Este poema é dedicado ao meu gato, Purgalicious. Tão peludo e fofo, essa é uma perda que nunca vou superar. Não acredito que ainda deixo alguém te acariciar. Deixei você ficar com a Madison no fim de semana, esperando que isso aumentasse minhas chances de ficar com uma loira. Aí você saiu correndo e se perdeu tentando encontrar o Papai D, e eu rezo para que não tenha sido atropelado por uma Lamborghini. Eu prometo, Purgalicious, que virei correndo toda vez que te ouvir. Miau miau miau miau.
115|Miau miau miau miau.
116|O quê? Purgalicious? É você? Cadê você, gatinha? Madison, é a Purgie! Preciso encontrá-la!
117|Purgie, você está por aqui? Meu Deus, você está no telhado, mano?... sua gatinha. Fique onde está, eu vou subir. Meu Deus, eu vou voltar!
118|Ah, uhhh... você, você tem que me ajudar a descer. Eu não gosto muito de altura, então é estranho estar aqui em cima. Achei que meu gato estava aqui em cima, mas era só um gravador de voz e... seu filho da puta!
118.1|Ah, uhhh... ei, você tem que me ajudar a descer. Posso ter tido um momento de coragem mais cedo, mas estar aqui sozinho está começando a parecer muito estranho de novo de repente! Achei que meu gato estava aqui em cima, mas é só um gravador de voz e... seu filho da puta!
119|Tá brincando comigo?! Vem me ajudar a descer daqui, imediatamente!
120|Acho que estou tendo um ataque de pânico. Isso é real agora, é muito real para mim. Preciso meditar. Vou ficar quieto para você poder tirar essa merda de modelo nua. Parabéns, por favor, vem me foder e me tirar deste telhado.
121|Porra, não!
122|MEU DEUS, MEU DEUS, NÃO! Meu expressionista favorito... arruinado para sempre.
122.1|AI CARA, QUE PORRA! Como é possível estar tão animado e tão triste ao mesmo tempo?
123|Ei, Oi! Por favor, venha falar comigo rapidinho.
124|Não faça isso, cara. Eu sei que fiquei meio louco por um segundo, mas me sinto melhor. O medo de cair desse telhado e quebrar o pescoço tirou todo aquele Hyperall do meu organismo. Estou bem agora. Então, por favor, cara, não faça isso.
124.1|Não faça isso. Eu sei que fiquei meio louco por um segundo, mas me sinto melhor. O medo de cair desse telhado e quebrar o pescoço tirou todo aquele Hyperall do meu organismo. Estou bem agora. Então, por favor, eu imploro. Não faça isso.
125|Porque... Eu estou realmente apaixonado pela Madison. Tipo, realmente apaixonado por ela. Acho que podemos ser mais do que somos agora.
126|É só porque estamos brigando agora. Ela está te usando para me deixar louco, e se você não consegue perceber pelo fato de eu estar no telhado, está funcionando mesmo. Mas eu posso consertar as coisas entre nós, e posso tornar isso real. Eu só preciso que você se afaste.
127|Seja apenas um amigo. É disso que eu preciso de você agora, neste exato momento. Se você não criar um vínculo com a Madison, terá minha amizade para o resto da vida. Qualquer um que te trair tem que me trair primeiro. Frank, Patrick, aquele cara da faixa da Adidas perto do ElevenYSiete. Agora, vou encontrar um jeito bem seguro de sair deste telhado, e quando eu entrar, se eu vir que a porta do quarto está aberta, saberei que você foi meu amigo esta noite. Se não, tanto faz.
127.1|Olha, eu sei que não nos conhecemos muito bem, mas, por favor, se coloque no meu lugar. Esta é a minha chance de algo real. Se você não ficar com a Madison, terá minha amizade para o resto da vida. Quem te cruzar tem que passar por mim primeiro. Eu te peguei. Agora, vou encontrar um jeito bem seguro de sair deste telhado e, quando eu entrar, se eu vir a porta do quarto aberta, saberei que você escolheu minha amizade esta noite. Se não, você e eu vamos ter problemas.
128|Ei, eu desci do telhado. Vi que a porta estava fechada, ouvi uns sons de êxtase quanto mais perto eu chegava, sabe, sons de merda.
128.1|Ei, eu desci do telhado. Parece que você não fechou o acordo com a Madison. Essa aí é uma amiga de verdade. Eu agradeço, cara... desculpa por não ter te visto antes.
128.2|Ei, eu desci do telhado. Parece que você não fechou o acordo com a Madison. Eu sei que não precisava fazer isso, então obrigada. E desculpa por ter perdido a calma antes.
129|Ah, não? Bem, acho que não sei o que aconteceu com suas calças naquela época.
130|Suas calças. Me dá. Agora.
131|ME DÁ SUAS CALÇAS!
132|O que foi? É, foi o que eu pensei... que vadiazinha boazinha. Não vamos conversar o resto da noite. Além disso, convenci a Amy de que você é racista, então aproveite para conversar com ela sobre isso.
132.1|Melhor artista, o caralho. Esse pinguim vai dar pesadelos em todo mundo. Tchau, novata. Aliás, convenci a Amy de que você é racista, então divirta-se falando para se safar.
133|Porra, essa gota de Hyperall é uma merda. Tá bom, filho da puta, te vejo mais tarde. Ah, e eu disse à Amy que você é racista, então aproveite para conversar com ela sobre isso.
134|E é isso que faz de você o meu homem principal! Ei, sempre que alguém tentar te incomodar hoje à noite, saiba que estarei lá para intervir. Bem, qualquer cara. Não vou colocar as mãos em uma mulher, mas vou ficar de olho em você contra qualquer um desses outros caras. Valeu de novo, cara.
134.1|Bem, droga, eu já achava que você era meu homem principal, mas... por que você a rejeitou? Droga... me lembre de demonstrar minha gratidão mais tarde. Mesmo que tudo o que tenhamos acabe sendo nostalgia, você me fez algo importante agora. Enfim, como prometido... se alguém tentar te atrapalhar hoje à noite, saiba que estarei lá para intervir. Bem, qualquer cara. Não vou colocar as mãos em uma mulher, mas vou te proteger contra qualquer um desses outros caras. Obrigado de novo, cara.
134.2|Obrigado, sério, do fundo do meu coração. Sair com a Madison teria me causado todos os tipos de sentimentos. Principalmente confusão, porque eu nem sabia que ela tinha esse jeito, mas também raiva e um pouco de excitação. Mas enfim, não aconteceu, e eu te agradeço por isso. Olha, sempre que alguém tentar te atrapalhar hoje à noite, eu estarei lá para intervir. Você acabou de se tornar um novo melhor amigo para a vida toda.
135|Ok, tem um jeito de eu deixá-la sair daqui para vocês dois poderem sair e fazer seus rabiscos juntos. Não é difícil, mas você precisa fazer isso se quiser que ela saia deste banheiro.
136|Você precisa admitir, agora mesmo na minha frente, que está fazendo tudo isso só para dormir com a Madison. Admita que você não dá a mínima para arte. E, na verdade, você acha que a Madison é uma artista de merda. Admita essas coisas e mostre ao mundo quem você realmente é, e aí eu deixo a Madison sair. E daí? O que você diz? Então você admite que mentir para a Madison sobre seu interesse em arte foi só uma manobra para irritá-la?
137|Eu sabia! Eu sabia. Madison, você ouviu isso? Minha amiga aqui é uma farsa. Uma TRAPAÇA grande, gorda, com um pênis dentro de um pinguim. A porta está destrancada, então vá lá fora e fale com sua modelo, que é uma FONIA, quando quiser. Cara, preciso contar isso para a Amy. Ei, Amy, adivinha quem é o TRAIDOR!
138|Ah, não? Então, adivinha? Eu não vou a lugar nenhum. Meu corpo é feito pelos deuses, droga. Eu não me movo para NENHUM HOMEM. Então, cai fora.
139|É só que... ei, isso é pessoal pra caralho! O que diabos você ia fazer? Sabe de uma coisa, foda-se, eu não me importo agora.
139.1|Nossa, qual é. Essa merda é pessoal. Só porque eu abri meu coração para você sobre a Madison não significa que você pode descobrir meus segredos mais íntimos. Entendeu?
